"Gene > Systematic Name","Gene > Standard Name","Gene > Interactions > Participant 2 . Secondary Identifier","Gene > Interactions > Participant 2 > Standard Name","Gene > Interactions > Details > Relationship Type"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","genetic"
"YNL271C","BNI1","YKR054C","DYN1","physical"
"YNL271C","BNI1","YKR054C","DYN1","physical"
"YNL271C","BNI1","YKR055W","RHO4","genetic"
"YNL271C","BNI1","YKR066C","CCP1","physical"
"YNL271C","BNI1","YKR095W","MLP1","physical"
"YNL271C","BNI1","YLL001W","DNM1","genetic"
"YNL271C","BNI1","YLL001W","DNM1","genetic"
"YNL271C","BNI1","YLL001W","DNM1","genetic"
"YNL271C","BNI1","YLL002W","RTT109","genetic"
"YNL271C","BNI1","YLL002W","RTT109","genetic"
"YNL271C","BNI1","YLL008W","DRS1","genetic"
"YNL271C","BNI1","YLL013C","PUF3","physical"
"YNL271C","BNI1","YLL021W","SPA2","genetic"
"YNL271C","BNI1","YLL021W","SPA2","genetic"
"YNL271C","BNI1","YLL021W","SPA2","physical"
"YNL271C","BNI1","YLL021W","SPA2","physical"
"YNL271C","BNI1","YLL024C","SSA2","physical"
"YNL271C","BNI1","YLL026W","HSP104","physical"
"YNL271C","BNI1","YLL035W","GRC3","genetic"
"YNL271C","BNI1","YLL036C","PRP19","genetic"
"YNL271C","BNI1","YLL040C","VPS13","physical"
"YNL271C","BNI1","YLL049W","LDB18","genetic"
"YNL271C","BNI1","YLL049W","LDB18","genetic"
"YNL271C","BNI1","YLL049W","LDB18","genetic"
"YNL271C","BNI1","YLL049W","LDB18","genetic"
"YNL271C","BNI1","YLL050C","COF1","physical"
"YNL271C","BNI1","YLR012C","","genetic"
"YNL271C","BNI1","YLR012C","","genetic"
"YNL271C","BNI1","YLR017W","MEU1","physical"
"YNL271C","BNI1","YLR056W","ERG3","genetic"
"YNL271C","BNI1","YLR056W","ERG3","genetic"
"YNL271C","BNI1","YLR064W","PER33","genetic"
"YNL271C","BNI1","YLR064W","PER33","genetic"
"YNL271C","BNI1","YLR084C","RAX2","genetic"
"YNL271C","BNI1","YLR084C","RAX2","genetic"
"YNL271C","BNI1","YLR096W","KIN2","physical"
"YNL271C","BNI1","YLR109W","AHP1","physical"
"YNL271C","BNI1","YLR166C","SEC10","genetic"
"YNL271C","BNI1","YLR178C","TFS1","physical"
"YNL271C","BNI1","YLR182W","SWI6","genetic"
"YNL271C","BNI1","YLR182W","SWI6","genetic"
"YNL271C","BNI1","YLR190W","MMR1","genetic"
"YNL271C","BNI1","YLR190W","MMR1","genetic"
"YNL271C","BNI1","YLR190W","MMR1","genetic"
"YNL271C","BNI1","YLR190W","MMR1","genetic"
"YNL271C","BNI1","YLR190W","MMR1","genetic"
"YNL271C","BNI1","YLR200W","YKE2","genetic"
"YNL271C","BNI1","YLR200W","YKE2","genetic"
"YNL271C","BNI1","YLR215C","CDC123","physical"
"YNL271C","BNI1","YLR229C","CDC42","genetic"
"YNL271C","BNI1","YLR229C","CDC42","genetic"
"YNL271C","BNI1","YLR229C","CDC42","physical"
"YNL271C","BNI1","YLR229C","CDC42","physical"
"YNL271C","BNI1","YLR229C","CDC42","physical"
"YNL271C","BNI1","YLR229C","CDC42","physical"
"YNL271C","BNI1","YLR229C","CDC42","physical"
"YNL271C","BNI1","YLR262C","YPT6","genetic"
"YNL271C","BNI1","YLR262C","YPT6","genetic"
"YNL271C","BNI1","YLR262C","YPT6","genetic"
"YNL271C","BNI1","YLR314C","CDC3","genetic"
"YNL271C","BNI1","YLR314C","CDC3","physical"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","genetic"
"YNL271C","BNI1","YLR319C","BUD6","physical"
"YNL271C","BNI1","YLR319C","BUD6","physical"
"YNL271C","BNI1","YLR319C","BUD6","physical"
"YNL271C","BNI1","YLR319C","BUD6","physical"
"YNL271C","BNI1","YLR319C","BUD6","physical"
"YNL271C","BNI1","YLR319C","BUD6","physical"
"YNL271C","BNI1","YLR330W","CHS5","genetic"
"YNL271C","BNI1","YLR330W","CHS5","genetic"
"YNL271C","BNI1","YLR330W","CHS5","genetic"
"YNL271C","BNI1","YLR330W","CHS5","genetic"
"YNL271C","BNI1","YLR332W","MID2","genetic"
"YNL271C","BNI1","YLR337C","VRP1","genetic"
"YNL271C","BNI1","YLR337C","VRP1","genetic"
"YNL271C","BNI1","YLR342W","FKS1","genetic"
"YNL271C","BNI1","YLR342W","FKS1","genetic"
"YNL271C","BNI1","YLR357W","RSC2","genetic"
"YNL271C","BNI1","YLR362W","STE11","genetic"
"YNL271C","BNI1","YLR362W","STE11","genetic"
"YNL271C","BNI1","YLR370C","ARC18","genetic"
"YNL271C","BNI1","YLR370C","ARC18","physical"
"YNL271C","BNI1","YLR373C","VID22","genetic"
"YNL271C","BNI1","YLR381W","CTF3","genetic"
"YNL271C","BNI1","YLR381W","CTF3","genetic"
"YNL271C","BNI1","YLR384C","IKI3","genetic"
"YNL271C","BNI1","YLR384C","IKI3","genetic"
"YNL271C","BNI1","YLR384C","IKI3","genetic"
"YNL271C","BNI1","YLR384C","IKI3","genetic"
"YNL271C","BNI1","YLR386W","VAC14","genetic"
"YNL271C","BNI1","YLR386W","VAC14","genetic"
"YNL271C","BNI1","YLR386W","VAC14","genetic"
"YNL271C","BNI1","YLR410W","VIP1","genetic"
"YNL271C","BNI1","YLR410W","VIP1","genetic"
"YNL271C","BNI1","YLR425W","TUS1","genetic"
"YNL271C","BNI1","YLR425W","TUS1","genetic"
"YNL271C","BNI1","YLR425W","TUS1","genetic"
"YNL271C","BNI1","YLR426W","TDA5","genetic"
"YNL271C","BNI1","YLR426W","TDA5","genetic"
"YNL271C","BNI1","YLR429W","CRN1","physical"
"YNL271C","BNI1","YML058W-A","HUG1","physical"
"YNL271C","BNI1","YML071C","COG8","genetic"
"YNL271C","BNI1","YML072C","TCB3","physical"
"YNL271C","BNI1","YML078W","CPR3","genetic"
"YNL271C","BNI1","YML087C","AIM33","genetic"
"YNL271C","BNI1","YML088W","UFO1","genetic"
"YNL271C","BNI1","YML096W","","genetic"
"YNL271C","BNI1","YML096W","","genetic"
"YNL271C","BNI1","YML109W","ZDS2","physical"
"YNL271C","BNI1","YML121W","GTR1","genetic"
"YNL271C","BNI1","YML124C","TUB3","physical"
"YNL271C","BNI1","YML130C","ERO1","genetic"
"YNL271C","BNI1","YMR015C","ERG5","genetic"
"YNL271C","BNI1","YMR032W","HOF1","genetic"
"YNL271C","BNI1","YMR032W","HOF1","physical"
"YNL271C","BNI1","YMR086W","SEG1","genetic"
"YNL271C","BNI1","YMR086W","SEG1","genetic"
"YNL271C","BNI1","YMR092C","AIP1","physical"
"YNL271C","BNI1","YMR093W","UTP15","genetic"
"YNL271C","BNI1","YMR105C","PGM2","physical"
"YNL271C","BNI1","YMR109W","MYO5","genetic"
"YNL271C","BNI1","YMR109W","MYO5","physical"
"YNL271C","BNI1","YMR120C","ADE17","physical"
"YNL271C","BNI1","YMR186W","HSC82","physical"
"YNL271C","BNI1","YMR196W","","physical"
"YNL271C","BNI1","YMR199W","CLN1","genetic"
"YNL271C","BNI1","YMR202W","ERG2","genetic"
"YNL271C","BNI1","YMR202W","ERG2","genetic"
"YNL271C","BNI1","YMR264W","CUE1","physical"
"YNL271C","BNI1","YMR294W","JNM1","genetic"
"YNL271C","BNI1","YMR294W","JNM1","genetic"
"YNL271C","BNI1","YMR294W","JNM1","genetic"
"YNL271C","BNI1","YMR294W","JNM1","genetic"
"YNL271C","BNI1","YMR294W","JNM1","genetic"
"YNL271C","BNI1","YMR294W","JNM1","genetic"
"YNL271C","BNI1","YMR294W","JNM1","genetic"
"YNL271C","BNI1","YMR296C","LCB1","genetic"
"YNL271C","BNI1","YMR299C","DYN3","genetic"
"YNL271C","BNI1","YMR299C","DYN3","genetic"
"YNL271C","BNI1","YMR299C","DYN3","genetic"
"YNL271C","BNI1","YMR299C","DYN3","genetic"
"YNL271C","BNI1","YMR299C","DYN3","genetic"
"YNL271C","BNI1","YMR299C","DYN3","genetic"
"YNL271C","BNI1","YMR312W","ELP6","genetic"
"YNL271C","BNI1","YMR312W","ELP6","genetic"
"YNL271C","BNI1","YMR312W","ELP6","genetic"
"YNL271C","BNI1","YMR314W","PRE5","genetic"
"YNL271C","BNI1","YMR314W","PRE5","physical"
"YNL271C","BNI1","YNL007C","SIS1","physical"
"YNL271C","BNI1","YNL015W","PBI2","physical"
"YNL271C","BNI1","YNL021W","HDA1","genetic"
"YNL271C","BNI1","YNL021W","HDA1","genetic"
"YNL271C","BNI1","YNL031C","HHT2","physical"
"YNL271C","BNI1","YNL037C","IDH1","physical"
"YNL271C","BNI1","YNL051W","COG5","genetic"
"YNL271C","BNI1","YNL054W","VAC7","genetic"
"YNL271C","BNI1","YNL079C","TPM1","genetic"
"YNL271C","BNI1","YNL079C","TPM1","genetic"
"YNL271C","BNI1","YNL079C","TPM1","genetic"
"YNL271C","BNI1","YNL079C","TPM1","physical"
"YNL271C","BNI1","YNL080C","EOS1","genetic"
"YNL271C","BNI1","YNL080C","EOS1","genetic"
"YNL271C","BNI1","YNL080C","EOS1","genetic"
"YNL271C","BNI1","YNL098C","RAS2","genetic"
"YNL271C","BNI1","YNL107W","YAF9","genetic"
"YNL271C","BNI1","YNL107W","YAF9","genetic"
"YNL271C","BNI1","YNL116W","DMA2","genetic"
"YNL271C","BNI1","YNL116W","DMA2","genetic"
"YNL271C","BNI1","YNL116W","DMA2","genetic"
"YNL271C","BNI1","YNL116W","DMA2","physical"
"YNL271C","BNI1","YNL119W","NCS2","genetic"
"YNL271C","BNI1","YNL119W","NCS2","genetic"
"YNL271C","BNI1","YNL119W","NCS2","genetic"
"YNL271C","BNI1","YNL119W","NCS2","genetic"
"YNL271C","BNI1","YNL134C","","physical"
"YNL271C","BNI1","YNL153C","GIM3","genetic"
"YNL271C","BNI1","YNL153C","GIM3","genetic"
"YNL271C","BNI1","YNL158W","PGA1","genetic"
"YNL271C","BNI1","YNL167C","SKO1","genetic"
"YNL271C","BNI1","YNL167C","SKO1","genetic"
"YNL271C","BNI1","YNL208W","","physical"
"YNL271C","BNI1","YNL221C","POP1","genetic"
"YNL271C","BNI1","YNL222W","SSU72","genetic"
"YNL271C","BNI1","YNL233W","BNI4","genetic"
"YNL271C","BNI1","YNL233W","BNI4","genetic"
"YNL271C","BNI1","YNL233W","BNI4","genetic"
"YNL271C","BNI1","YNL233W","BNI4","genetic"
"YNL271C","BNI1","YNL233W","BNI4","genetic"
"YNL271C","BNI1","YNL233W","BNI4","genetic"
"YNL271C","BNI1","YNL233W","BNI4","genetic"
"YNL271C","BNI1","YNL237W","YTP1","genetic"
"YNL271C","BNI1","YNL237W","YTP1","genetic"
"YNL271C","BNI1","YNL243W","SLA2","genetic"
"YNL271C","BNI1","YNL243W","SLA2","genetic"
"YNL271C","BNI1","YNL243W","SLA2","genetic"
"YNL271C","BNI1","YNL271C","BNI1","physical"
"YNL271C","BNI1","YNL271C","BNI1","physical"
"YNL271C","BNI1","YNL271C","BNI1","physical"
"YNL271C","BNI1","YNL271C","BNI1","physical"
"YNL271C","BNI1","YNL271C","BNI1","physical"
"YNL271C","BNI1","YNL271C","BNI1","physical"
"YNL271C","BNI1","YNL289W","PCL1","genetic"
"YNL271C","BNI1","YNL289W","PCL1","genetic"
"YNL271C","BNI1","YNL289W","PCL1","genetic"
"YNL271C","BNI1","YNL289W","PCL1","genetic"
"YNL271C","BNI1","YNL293W","MSB3","physical"
"YNL271C","BNI1","YNL293W","MSB3","physical"
"YNL271C","BNI1","YNL298W","CLA4","genetic"
"YNL271C","BNI1","YNL298W","CLA4","genetic"
"YNL271C","BNI1","YNL298W","CLA4","genetic"
"YNL271C","BNI1","YNL298W","CLA4","genetic"
"YNL271C","BNI1","YNL298W","CLA4","genetic"
"YNL271C","BNI1","YNL298W","CLA4","genetic"
"YNL271C","BNI1","YNL298W","CLA4","genetic"
"YNL271C","BNI1","YNL339C","YRF1-6","genetic"
"YNL271C","BNI1","YNL339C","YRF1-6","genetic"
"YNL271C","BNI1","YNR021W","","genetic"
"YNL271C","BNI1","YNR021W","","genetic"
"YNL271C","BNI1","YOL003C","PFA4","genetic"
"YNL271C","BNI1","YOL007C","CSI2","genetic"
"YNL271C","BNI1","YOL007C","CSI2","genetic"
"YNL271C","BNI1","YOL009C","MDM12","genetic"
"YNL271C","BNI1","YOL018C","TLG2","genetic"
"YNL271C","BNI1","YOL018C","TLG2","genetic"
"YNL271C","BNI1","YOL070C","NBA1","genetic"
"YNL271C","BNI1","YOL070C","NBA1","genetic"
"YNL271C","BNI1","YOL076W","MDM20","genetic"
"YNL271C","BNI1","YOL077C","BRX1","genetic"
"YNL271C","BNI1","YOL108C","INO4","genetic"
"YNL271C","BNI1","YOL109W","ZEO1","physical"
"YNL271C","BNI1","YOL111C","MDY2","physical"
"YNL271C","BNI1","YOL112W","MSB4","physical"
"YNL271C","BNI1","YOR002W","ALG6","genetic"
"YNL271C","BNI1","YOR007C","SGT2","physical"
"YNL271C","BNI1","YOR026W","BUB3","genetic"
"YNL271C","BNI1","YOR027W","STI1","genetic"
"YNL271C","BNI1","YOR027W","STI1","genetic"
"YNL271C","BNI1","YOR035C","SHE4","genetic"
"YNL271C","BNI1","YOR035C","SHE4","genetic"
"YNL271C","BNI1","YOR042W","CUE5","physical"
"YNL271C","BNI1","YOR058C","ASE1","genetic"
"YNL271C","BNI1","YOR058C","ASE1","genetic"
"YNL271C","BNI1","YOR058C","ASE1","genetic"
"YNL271C","BNI1","YOR058C","ASE1","genetic"
"YNL271C","BNI1","YOR058C","ASE1","genetic"
"YNL271C","BNI1","YOR058C","ASE1","genetic"
"YNL271C","BNI1","YOR058C","ASE1","genetic"
"YNL271C","BNI1","YOR067C","ALG8","genetic"
"YNL271C","BNI1","YOR085W","OST3","genetic"
"YNL271C","BNI1","YOR094W","ARF3","genetic"
"YNL271C","BNI1","YOR109W","INP53","genetic"
"YNL271C","BNI1","YOR117W","RPT5","physical"
"YNL271C","BNI1","YOR122C","PFY1","genetic"
"YNL271C","BNI1","YOR122C","PFY1","genetic"
"YNL271C","BNI1","YOR122C","PFY1","genetic"
"YNL271C","BNI1","YOR122C","PFY1","genetic"
"YNL271C","BNI1","YOR122C","PFY1","physical"
"YNL271C","BNI1","YOR122C","PFY1","physical"
"YNL271C","BNI1","YOR122C","PFY1","physical"
"YNL271C","BNI1","YOR122C","PFY1","physical"
"YNL271C","BNI1","YOR127W","RGA1","genetic"
"YNL271C","BNI1","YOR136W","IDH2","physical"
"YNL271C","BNI1","YOR141C","ARP8","genetic"
"YNL271C","BNI1","YOR173W","DCS2","physical"
"YNL271C","BNI1","YOR176W","HEM15","physical"
"YNL271C","BNI1","YOR188W","MSB1","physical"
"YNL271C","BNI1","YOR197W","MCA1","physical"
"YNL271C","BNI1","YOR251C","TUM1","genetic"
"YNL271C","BNI1","YOR258W","HNT3","genetic"
"YNL271C","BNI1","YOR269W","PAC1","genetic"
"YNL271C","BNI1","YOR269W","PAC1","genetic"
"YNL271C","BNI1","YOR269W","PAC1","genetic"
"YNL271C","BNI1","YOR269W","PAC1","genetic"
"YNL271C","BNI1","YOR269W","PAC1","genetic"
"YNL271C","BNI1","YOR269W","PAC1","genetic"
"YNL271C","BNI1","YOR269W","PAC1","genetic"
"YNL271C","BNI1","YOR281C","PLP2","genetic"
"YNL271C","BNI1","YOR299W","BUD7","genetic"
"YNL271C","BNI1","YOR299W","BUD7","genetic"
"YNL271C","BNI1","YOR304C-A","BIL1","genetic"
"YNL271C","BNI1","YOR304C-A","BIL1","genetic"
"YNL271C","BNI1","YOR304C-A","BIL1","genetic"
"YNL271C","BNI1","YOR304C-A","BIL1","genetic"
"YNL271C","BNI1","YOR304C-A","BIL1","physical"
"YNL271C","BNI1","YOR317W","FAA1","physical"
"YNL271C","BNI1","YOR322C","LDB19","genetic"
"YNL271C","BNI1","YOR327C","SNC2","genetic"
"YNL271C","BNI1","YOR327C","SNC2","genetic"
"YNL271C","BNI1","YOR327C","SNC2","genetic"
"YNL271C","BNI1","YOR327C","SNC2","genetic"
"YNL271C","BNI1","YOR367W","SCP1","genetic"
"YNL271C","BNI1","YOR367W","SCP1","genetic"
"YNL271C","BNI1","YPL018W","CTF19","genetic"
"YNL271C","BNI1","YPL018W","CTF19","genetic"
"YNL271C","BNI1","YPL018W","CTF19","physical"
"YNL271C","BNI1","YPL031C","PHO85","genetic"
"YNL271C","BNI1","YPL031C","PHO85","genetic"
"YNL271C","BNI1","YPL031C","PHO85","genetic"
"YNL271C","BNI1","YPL031C","PHO85","genetic"
"YNL271C","BNI1","YPL051W","ARL3","genetic"
"YNL271C","BNI1","YPL065W","VPS28","genetic"
"YNL271C","BNI1","YPL065W","VPS28","genetic"
"YNL271C","BNI1","YPL066W","RGL1","genetic"
"YNL271C","BNI1","YPL066W","RGL1","genetic"
"YNL271C","BNI1","YPL072W","UBP16","genetic"
"YNL271C","BNI1","YPL072W","UBP16","genetic"
"YNL271C","BNI1","YPL084W","BRO1","physical"
"YNL271C","BNI1","YPL086C","ELP3","genetic"
"YNL271C","BNI1","YPL086C","ELP3","genetic"
"YNL271C","BNI1","YPL086C","ELP3","genetic"
"YNL271C","BNI1","YPL086C","ELP3","genetic"
"YNL271C","BNI1","YPL086C","ELP3","genetic"
"YNL271C","BNI1","YPL091W","GLR1","physical"
"YNL271C","BNI1","YPL101W","ELP4","genetic"
"YNL271C","BNI1","YPL101W","ELP4","genetic"
"YNL271C","BNI1","YPL101W","ELP4","genetic"
"YNL271C","BNI1","YPL101W","ELP4","genetic"
"YNL271C","BNI1","YPL115C","BEM3","genetic"
"YNL271C","BNI1","YPL115C","BEM3","genetic"
"YNL271C","BNI1","YPL115C","BEM3","genetic"
"YNL271C","BNI1","YPL115C","BEM3","genetic"
"YNL271C","BNI1","YPL126W","NAN1","genetic"
"YNL271C","BNI1","YPL145C","KES1","physical"
"YNL271C","BNI1","YPL158C","AIM44","genetic"
"YNL271C","BNI1","YPL158C","AIM44","genetic"
"YNL271C","BNI1","YPL161C","BEM4","genetic"
"YNL271C","BNI1","YPL161C","BEM4","genetic"
"YNL271C","BNI1","YPL161C","BEM4","genetic"
"YNL271C","BNI1","YPL161C","BEM4","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL174C","NIP100","genetic"
"YNL271C","BNI1","YPL191C","","genetic"
"YNL271C","BNI1","YPL191C","","genetic"
"YNL271C","BNI1","YPL210C","SRP72","genetic"
"YNL271C","BNI1","YPL218W","SAR1","physical"
"YNL271C","BNI1","YPL227C","ALG5","genetic"
"YNL271C","BNI1","YPL241C","CIN2","genetic"
"YNL271C","BNI1","YPL241C","CIN2","genetic"
"YNL271C","BNI1","YPL256C","CLN2","genetic"
"YNL271C","BNI1","YPL259C","APM1","genetic"
"YNL271C","BNI1","YPL265W","DIP5","genetic"
"YNL271C","BNI1","YPL265W","DIP5","genetic"
"YNL271C","BNI1","YPL269W","KAR9","genetic"
"YNL271C","BNI1","YPL269W","KAR9","genetic"
"YNL271C","BNI1","YPL269W","KAR9","genetic"
"YNL271C","BNI1","YPR024W","YME1","genetic"
"YNL271C","BNI1","YPR037C","ERV2","genetic"
"YNL271C","BNI1","YPR037C","ERV2","genetic"
"YNL271C","BNI1","YPR040W","TIP41","genetic"
"YNL271C","BNI1","YPR045C","THP3","genetic"
"YNL271C","BNI1","YPR045C","THP3","genetic"
"YNL271C","BNI1","YPR055W","SEC8","physical"
"YNL271C","BNI1","YPR080W","TEF1","physical"
"YNL271C","BNI1","YPR105C","COG4","genetic"
"YNL271C","BNI1","YPR122W","AXL1","genetic"
"YNL271C","BNI1","YPR135W","CTF4","genetic"
"YNL271C","BNI1","YPR135W","CTF4","genetic"
"YNL271C","BNI1","YPR141C","KAR3","genetic"
"YNL271C","BNI1","YPR141C","KAR3","genetic"
"YNL271C","BNI1","YPR152C","URN1","physical"
"YNL271C","BNI1","YPR165W","RHO1","physical"
"YNL271C","BNI1","YPR165W","RHO1","physical"
"YNL271C","BNI1","YPR165W","RHO1","physical"
"YNL271C","BNI1","YPR183W","DPM1","genetic"
"YNL293W","MSB3","YAL021C","CCR4","physical"
"YNL293W","MSB3","YAL041W","CDC24","genetic"
"YNL293W","MSB3","YAL041W","CDC24","genetic"
"YNL293W","MSB3","YAR031W","PRM9","genetic"
"YNL293W","MSB3","YBL016W","FUS3","physical"
"YNL293W","MSB3","YBL072C","RPS8A","genetic"
"YNL293W","MSB3","YBL075C","SSA3","physical"
"YNL293W","MSB3","YBR036C","CSG2","genetic"
"YNL293W","MSB3","YBR185C","MBA1","genetic"
"YNL293W","MSB3","YBR200W","BEM1","genetic"
"YNL293W","MSB3","YBR245C","ISW1","physical"
"YNL293W","MSB3","YCR009C","RVS161","genetic"
"YNL293W","MSB3","YCR031C","RPS14A","genetic"
"YNL293W","MSB3","YCR044C","PER1","genetic"
"YNL293W","MSB3","YDL006W","PTC1","genetic"
"YNL293W","MSB3","YDL008W","APC11","genetic"
"YNL293W","MSB3","YDL019C","OSH2","genetic"
"YNL293W","MSB3","YDL042C","SIR2","genetic"
"YNL293W","MSB3","YDL058W","USO1","genetic"
"YNL293W","MSB3","YDL160C","DHH1","physical"
"YNL293W","MSB3","YDR099W","BMH2","physical"
"YNL293W","MSB3","YDR150W","NUM1","genetic"
"YNL293W","MSB3","YDR150W","NUM1","genetic"
"YNL293W","MSB3","YDR170C","SEC7","genetic"
"YNL293W","MSB3","YDR182W","CDC1","genetic"
"YNL293W","MSB3","YDR259C","YAP6","genetic"
"YNL293W","MSB3","YDR309C","GIC2","genetic"
"YNL293W","MSB3","YDR381W","YRA1","physical"
"YNL293W","MSB3","YDR388W","RVS167","genetic"
"YNL293W","MSB3","YDR388W","RVS167","genetic"
"YNL293W","MSB3","YDR507C","GIN4","genetic"
"YNL293W","MSB3","YEL005C","VAB2","physical"
"YNL293W","MSB3","YEL017W","GTT3","physical"
"YNL293W","MSB3","YEL034W","HYP2","physical"
"YNL293W","MSB3","YER008C","SEC3","genetic"
"YNL293W","MSB3","YER031C","YPT31","physical"
"YNL293W","MSB3","YER149C","PEA2","physical"
"YNL293W","MSB3","YFL005W","SEC4","genetic"
"YNL293W","MSB3","YFL005W","SEC4","physical"
"YNL293W","MSB3","YFL005W","SEC4","physical"
"YNL293W","MSB3","YFL005W","SEC4","physical"
"YNL293W","MSB3","YFL039C","ACT1","genetic"
"YNL293W","MSB3","YFR040W","SAP155","genetic"
"YNL293W","MSB3","YGL020C","GET1","genetic"
"YNL293W","MSB3","YGL136C","MRM2","genetic"
"YNL293W","MSB3","YGL167C","PMR1","genetic"
"YNL293W","MSB3","YGL179C","TOS3","physical"
"YNL293W","MSB3","YGL180W","ATG1","physical"
"YNL293W","MSB3","YGL233W","SEC15","genetic"
"YNL293W","MSB3","YGR009C","SEC9","genetic"
"YNL293W","MSB3","YGR126W","","physical"
"YNL293W","MSB3","YGR136W","LSB1","physical"
"YNL293W","MSB3","YHR030C","SLT2","genetic"
"YNL293W","MSB3","YHR052W","CIC1","genetic"
"YNL293W","MSB3","YHR061C","GIC1","genetic"
"YNL293W","MSB3","YHR064C","SSZ1","genetic"
"YNL293W","MSB3","YHR079C","IRE1","genetic"
"YNL293W","MSB3","YHR082C","KSP1","physical"
"YNL293W","MSB3","YHR121W","LSM12","physical"
"YNL293W","MSB3","YHR129C","ARP1","genetic"
"YNL293W","MSB3","YHR135C","YCK1","physical"
"YNL293W","MSB3","YHR189W","PTH1","genetic"
"YNL293W","MSB3","YIL105C","SLM1","genetic"
"YNL293W","MSB3","YIL134W","FLX1","genetic"
"YNL293W","MSB3","YJL039C","NUP192","genetic"
"YNL293W","MSB3","YJL077C","ICS3","genetic"
"YNL293W","MSB3","YJL092W","SRS2","genetic"
"YNL293W","MSB3","YJL095W","BCK1","genetic"
"YNL293W","MSB3","YJL095W","BCK1","physical"
"YNL293W","MSB3","YJL154C","VPS35","genetic"
"YNL293W","MSB3","YJR059W","PTK2","genetic"
"YNL293W","MSB3","YJR059W","PTK2","physical"
"YNL293W","MSB3","YJR094W-A","RPL43B","genetic"
"YNL293W","MSB3","YKL061W","BLI1","physical"
"YNL293W","MSB3","YKR014C","YPT52","physical"
"YNL293W","MSB3","YKR016W","MIC60","genetic"
"YNL293W","MSB3","YLL013C","PUF3","physical"
"YNL293W","MSB3","YLL021W","SPA2","physical"
"YNL293W","MSB3","YLL021W","SPA2","physical"
"YNL293W","MSB3","YLL021W","SPA2","physical"
"YNL293W","MSB3","YLL049W","LDB18","genetic"
"YNL293W","MSB3","YLR182W","SWI6","genetic"
"YNL293W","MSB3","YLR192C","HCR1","genetic"
"YNL293W","MSB3","YLR210W","CLB4","genetic"
"YNL293W","MSB3","YLR229C","CDC42","genetic"
"YNL293W","MSB3","YLR229C","CDC42","genetic"
"YNL293W","MSB3","YLR229C","CDC42","genetic"
"YNL293W","MSB3","YLR229C","CDC42","genetic"
"YNL293W","MSB3","YLR229C","CDC42","genetic"
"YNL293W","MSB3","YLR229C","CDC42","genetic"
"YNL293W","MSB3","YLR229C","CDC42","physical"
"YNL293W","MSB3","YLR262C","YPT6","physical"
"YNL293W","MSB3","YLR262C","YPT6","physical"
"YNL293W","MSB3","YLR268W","SEC22","genetic"
"YNL293W","MSB3","YLR319C","BUD6","physical"
"YNL293W","MSB3","YLR393W","ATP10","genetic"
"YNL293W","MSB3","YML001W","YPT7","physical"
"YNL293W","MSB3","YMR043W","MCM1","genetic"
"YNL293W","MSB3","YMR123W","PKR1","genetic"
"YNL293W","MSB3","YMR200W","ROT1","genetic"
"YNL293W","MSB3","YMR239C","RNT1","genetic"
"YNL293W","MSB3","YMR281W","GPI12","genetic"
"YNL293W","MSB3","YMR294W","JNM1","genetic"
"YNL293W","MSB3","YNL244C","SUI1","genetic"
"YNL293W","MSB3","YNL255C","GIS2","physical"
"YNL293W","MSB3","YNL271C","BNI1","physical"
"YNL293W","MSB3","YNL271C","BNI1","physical"
"YNL293W","MSB3","YNL272C","SEC2","genetic"
"YNL293W","MSB3","YNL298W","CLA4","genetic"
"YNL293W","MSB3","YNR041C","COQ2","genetic"
"YNL293W","MSB3","YOL007C","CSI2","genetic"
"YNL293W","MSB3","YOL049W","GSH2","genetic"
