"Gene > Systematic Name","Gene > Standard Name","Gene > Interactions > Participant 2 . Secondary Identifier","Gene > Interactions > Participant 2 > Standard Name","Gene > Interactions > Details > Relationship Type"
"YAL024C","LTE1","YAL013W","DEP1","genetic"
"YAL024C","LTE1","YAL016W","TPD3","physical"
"YAL024C","LTE1","YAL016W","TPD3","physical"
"YAL024C","LTE1","YAL021C","CCR4","physical"
"YAL024C","LTE1","YAL041W","CDC24","genetic"
"YAL024C","LTE1","YAL041W","CDC24","genetic"
"YAL024C","LTE1","YAR003W","SWD1","genetic"
"YAL024C","LTE1","YAR019C","CDC15","genetic"
"YAL024C","LTE1","YAR019C","CDC15","genetic"
"YAL024C","LTE1","YBL016W","FUS3","genetic"
"YAL024C","LTE1","YBL025W","RRN10","genetic"
"YAL024C","LTE1","YBL027W","RPL19B","genetic"
"YAL024C","LTE1","YBL031W","SHE1","genetic"
"YAL024C","LTE1","YBL031W","SHE1","genetic"
"YAL024C","LTE1","YBL032W","HEK2","genetic"
"YAL024C","LTE1","YBL058W","SHP1","genetic"
"YAL024C","LTE1","YBL058W","SHP1","genetic"
"YAL024C","LTE1","YBL079W","NUP170","genetic"
"YAL024C","LTE1","YBL084C","CDC27","genetic"
"YAL024C","LTE1","YBL087C","RPL23A","genetic"
"YAL024C","LTE1","YBL087C","RPL23A","genetic"
"YAL024C","LTE1","YBL087C","RPL23A","genetic"
"YAL024C","LTE1","YBL087C","RPL23A","physical"
"YAL024C","LTE1","YBL088C","TEL1","genetic"
"YAL024C","LTE1","YBL088C","TEL1","genetic"
"YAL024C","LTE1","YBL097W","BRN1","physical"
"YAL024C","LTE1","YBL097W","BRN1","physical"
"YAL024C","LTE1","YBR004C","GPI18","genetic"
"YAL024C","LTE1","YBR009C","HHF1","genetic"
"YAL024C","LTE1","YBR036C","CSG2","genetic"
"YAL024C","LTE1","YBR049C","REB1","genetic"
"YAL024C","LTE1","YBR057C","MUM2","genetic"
"YAL024C","LTE1","YBR058C","UBP14","genetic"
"YAL024C","LTE1","YBR058C-A","TSC3","genetic"
"YAL024C","LTE1","YBR060C","ORC2","genetic"
"YAL024C","LTE1","YBR095C","RXT2","genetic"
"YAL024C","LTE1","YBR095C","RXT2","genetic"
"YAL024C","LTE1","YBR095C","RXT2","genetic"
"YAL024C","LTE1","YBR097W","VPS15","genetic"
"YAL024C","LTE1","YBR110W","ALG1","genetic"
"YAL024C","LTE1","YBR111W-A","SUS1","genetic"
"YAL024C","LTE1","YBR111W-A","SUS1","genetic"
"YAL024C","LTE1","YBR119W","MUD1","genetic"
"YAL024C","LTE1","YBR133C","HSL7","genetic"
"YAL024C","LTE1","YBR135W","CKS1","genetic"
"YAL024C","LTE1","YBR135W","CKS1","genetic"
"YAL024C","LTE1","YBR140C","IRA1","genetic"
"YAL024C","LTE1","YBR158W","AMN1","genetic"
"YAL024C","LTE1","YBR160W","CDC28","genetic"
"YAL024C","LTE1","YBR160W","CDC28","genetic"
"YAL024C","LTE1","YBR160W","CDC28","genetic"
"YAL024C","LTE1","YBR160W","CDC28","physical"
"YAL024C","LTE1","YBR160W","CDC28","physical"
"YAL024C","LTE1","YBR175W","SWD3","genetic"
"YAL024C","LTE1","YBR196C-A","","genetic"
"YAL024C","LTE1","YBR198C","TAF5","genetic"
"YAL024C","LTE1","YBR200W","BEM1","genetic"
"YAL024C","LTE1","YBR200W","BEM1","genetic"
"YAL024C","LTE1","YBR200W","BEM1","genetic"
"YAL024C","LTE1","YBR200W","BEM1","genetic"
"YAL024C","LTE1","YBR202W","MCM7","genetic"
"YAL024C","LTE1","YBR245C","ISW1","physical"
"YAL024C","LTE1","YBR267W","REI1","genetic"
"YAL024C","LTE1","YCL009C","ILV6","physical"
"YAL024C","LTE1","YCL016C","DCC1","genetic"
"YAL024C","LTE1","YCL016C","DCC1","genetic"
"YAL024C","LTE1","YCL016C","DCC1","genetic"
"YAL024C","LTE1","YCL016C","DCC1","genetic"
"YAL024C","LTE1","YCL017C","NFS1","genetic"
"YAL024C","LTE1","YCL017C","NFS1","physical"
"YAL024C","LTE1","YCL029C","BIK1","genetic"
"YAL024C","LTE1","YCL037C","SRO9","genetic"
"YAL024C","LTE1","YCL040W","GLK1","physical"
"YAL024C","LTE1","YCL061C","MRC1","genetic"
"YAL024C","LTE1","YCL061C","MRC1","genetic"
"YAL024C","LTE1","YCL063W","VAC17","genetic"
"YAL024C","LTE1","YCR002C","CDC10","genetic"
"YAL024C","LTE1","YCR012W","PGK1","physical"
"YAL024C","LTE1","YCR016W","","genetic"
"YAL024C","LTE1","YCR034W","ELO2","genetic"
"YAL024C","LTE1","YCR048W","ARE1","genetic"
"YAL024C","LTE1","YCR066W","RAD18","genetic"
"YAL024C","LTE1","YCR066W","RAD18","genetic"
"YAL024C","LTE1","YCR066W","RAD18","genetic"
"YAL024C","LTE1","YCR066W","RAD18","genetic"
"YAL024C","LTE1","YCR094W","CDC50","genetic"
"YAL024C","LTE1","YCR094W","CDC50","genetic"
"YAL024C","LTE1","YCR094W","CDC50","genetic"
"YAL024C","LTE1","YDL006W","PTC1","genetic"
"YAL024C","LTE1","YDL007W","RPT2","genetic"
"YAL024C","LTE1","YDL007W","RPT2","genetic"
"YAL024C","LTE1","YDL008W","APC11","genetic"
"YAL024C","LTE1","YDL013W","SLX5","genetic"
"YAL024C","LTE1","YDL013W","SLX5","genetic"
"YAL024C","LTE1","YDL017W","CDC7","genetic"
"YAL024C","LTE1","YDL017W","CDC7","genetic"
"YAL024C","LTE1","YDL020C","RPN4","genetic"
"YAL024C","LTE1","YDL040C","NAT1","genetic"
"YAL024C","LTE1","YDL040C","NAT1","genetic"
"YAL024C","LTE1","YDL040C","NAT1","genetic"
"YAL024C","LTE1","YDL056W","MBP1","genetic"
"YAL024C","LTE1","YDL059C","RAD59","genetic"
"YAL024C","LTE1","YDL061C","RPS29B","physical"
"YAL024C","LTE1","YDL074C","BRE1","genetic"
"YAL024C","LTE1","YDL074C","BRE1","genetic"
"YAL024C","LTE1","YDL074C","BRE1","genetic"
"YAL024C","LTE1","YDL074C","BRE1","genetic"
"YAL024C","LTE1","YDL077C","VAM6","physical"
"YAL024C","LTE1","YDL090C","RAM1","genetic"
"YAL024C","LTE1","YDL090C","RAM1","genetic"
"YAL024C","LTE1","YDL097C","RPN6","genetic"
"YAL024C","LTE1","YDL115C","IWR1","genetic"
"YAL024C","LTE1","YDL126C","CDC48","genetic"
"YAL024C","LTE1","YDL126C","CDC48","genetic"
"YAL024C","LTE1","YDL130W","RPP1B","genetic"
"YAL024C","LTE1","YDL132W","CDC53","genetic"
"YAL024C","LTE1","YDL136W","RPL35B","genetic"
"YAL024C","LTE1","YDL139C","SCM3","genetic"
"YAL024C","LTE1","YDL144C","","genetic"
"YAL024C","LTE1","YDL147W","RPN5","genetic"
"YAL024C","LTE1","YDL160C","DHH1","physical"
"YAL024C","LTE1","YDL164C","CDC9","genetic"
"YAL024C","LTE1","YDL171C","GLT1","physical"
"YAL024C","LTE1","YDL190C","UFD2","genetic"
"YAL024C","LTE1","YDL191W","RPL35A","genetic"
"YAL024C","LTE1","YDL215C","GDH2","genetic"
"YAL024C","LTE1","YDL220C","CDC13","genetic"
"YAL024C","LTE1","YDL220C","CDC13","genetic"
"YAL024C","LTE1","YDL225W","SHS1","genetic"
"YAL024C","LTE1","YDL232W","OST4","genetic"
"YAL024C","LTE1","YDL236W","PHO13","genetic"
"YAL024C","LTE1","YDR004W","RAD57","genetic"
"YAL024C","LTE1","YDR004W","RAD57","genetic"
"YAL024C","LTE1","YDR043C","NRG1","genetic"
"YAL024C","LTE1","YDR049W","VMS1","genetic"
"YAL024C","LTE1","YDR050C","TPI1","physical"
"YAL024C","LTE1","YDR052C","DBF4","genetic"
"YAL024C","LTE1","YDR065W","RRG1","genetic"
"YAL024C","LTE1","YDR071C","PAA1","genetic"
"YAL024C","LTE1","YDR073W","SNF11","genetic"
"YAL024C","LTE1","YDR076W","RAD55","genetic"
"YAL024C","LTE1","YDR076W","RAD55","genetic"
"YAL024C","LTE1","YDR076W","RAD55","genetic"
"YAL024C","LTE1","YDR079C-A","TFB5","genetic"
"YAL024C","LTE1","YDR101C","ARX1","genetic"
"YAL024C","LTE1","YDR108W","TRS85","genetic"
"YAL024C","LTE1","YDR115W","MRX14","genetic"
"YAL024C","LTE1","YDR117C","TMA64","genetic"
"YAL024C","LTE1","YDR117C","TMA64","genetic"
"YAL024C","LTE1","YDR121W","DPB4","genetic"
"YAL024C","LTE1","YDR121W","DPB4","genetic"
"YAL024C","LTE1","YDR126W","SWF1","genetic"
"YAL024C","LTE1","YDR146C","SWI5","genetic"
"YAL024C","LTE1","YDR146C","SWI5","genetic"
"YAL024C","LTE1","YDR150W","NUM1","genetic"
"YAL024C","LTE1","YDR150W","NUM1","genetic"
"YAL024C","LTE1","YDR150W","NUM1","genetic"
"YAL024C","LTE1","YDR159W","SAC3","genetic"
"YAL024C","LTE1","YDR159W","SAC3","genetic"
"YAL024C","LTE1","YDR159W","SAC3","genetic"
"YAL024C","LTE1","YDR168W","CDC37","genetic"
"YAL024C","LTE1","YDR174W","HMO1","genetic"
"YAL024C","LTE1","YDR175C","RSM24","genetic"
"YAL024C","LTE1","YDR180W","SCC2","genetic"
"YAL024C","LTE1","YDR180W","SCC2","genetic"
"YAL024C","LTE1","YDR184C","ATC1","genetic"
"YAL024C","LTE1","YDR184C","ATC1","genetic"
"YAL024C","LTE1","YDR200C","VPS64","genetic"
"YAL024C","LTE1","YDR207C","UME6","genetic"
"YAL024C","LTE1","YDR232W","HEM1","genetic"
"YAL024C","LTE1","YDR232W","HEM1","physical"
"YAL024C","LTE1","YDR245W","MNN10","genetic"
"YAL024C","LTE1","YDR248C","","genetic"
"YAL024C","LTE1","YDR260C","SWM1","genetic"
"YAL024C","LTE1","YDR260C","SWM1","genetic"
"YAL024C","LTE1","YDR300C","PRO1","physical"
"YAL024C","LTE1","YDR302W","GPI11","genetic"
"YAL024C","LTE1","YDR309C","GIC2","genetic"
"YAL024C","LTE1","YDR309C","GIC2","genetic"
"YAL024C","LTE1","YDR309C","GIC2","genetic"
"YAL024C","LTE1","YDR310C","SUM1","genetic"
"YAL024C","LTE1","YDR310C","SUM1","genetic"
"YAL024C","LTE1","YDR310C","SUM1","genetic"
"YAL024C","LTE1","YDR315C","IPK1","genetic"
"YAL024C","LTE1","YDR315C","IPK1","genetic"
"YAL024C","LTE1","YDR315C","IPK1","genetic"
"YAL024C","LTE1","YDR322W","MRPL35","genetic"
"YAL024C","LTE1","YDR348C","PAL1","physical"
"YAL024C","LTE1","YDR359C","EAF1","genetic"
"YAL024C","LTE1","YDR359C","EAF1","genetic"
"YAL024C","LTE1","YDR359C","EAF1","genetic"
"YAL024C","LTE1","YDR363W-A","SEM1","genetic"
"YAL024C","LTE1","YDR369C","XRS2","genetic"
"YAL024C","LTE1","YDR369C","XRS2","genetic"
"YAL024C","LTE1","YDR369C","XRS2","genetic"
"YAL024C","LTE1","YDR382W","RPP2B","genetic"
"YAL024C","LTE1","YDR385W","EFT2","physical"
"YAL024C","LTE1","YDR392W","SPT3","genetic"
"YAL024C","LTE1","YDR424C","DYN2","genetic"
"YAL024C","LTE1","YDR432W","NPL3","genetic"
"YAL024C","LTE1","YDR439W","LRS4","genetic"
"YAL024C","LTE1","YDR439W","LRS4","genetic"
"YAL024C","LTE1","YDR440W","DOT1","genetic"
"YAL024C","LTE1","YDR441C","APT2","genetic"
"YAL024C","LTE1","YDR463W","STP1","genetic"
"YAL024C","LTE1","YDR469W","SDC1","genetic"
"YAL024C","LTE1","YDR488C","PAC11","genetic"
"YAL024C","LTE1","YDR488C","PAC11","genetic"
"YAL024C","LTE1","YDR497C","ITR1","genetic"
"YAL024C","LTE1","YDR516C","EMI2","genetic"
"YAL024C","LTE1","YDR516C","EMI2","genetic"
"YAL024C","LTE1","YDR516C","EMI2","physical"
"YAL024C","LTE1","YDR520C","URC2","genetic"
"YAL024C","LTE1","YDR532C","KRE28","genetic"
"YAL024C","LTE1","YEL029C","BUD16","genetic"
"YAL024C","LTE1","YEL031W","SPF1","genetic"
"YAL024C","LTE1","YEL032W","MCM3","genetic"
"YAL024C","LTE1","YEL034W","HYP2","genetic"
"YAL024C","LTE1","YEL037C","RAD23","genetic"
"YAL024C","LTE1","YEL046C","GLY1","physical"
"YAL024C","LTE1","YEL054C","RPL12A","genetic"
"YAL024C","LTE1","YEL061C","CIN8","genetic"
"YAL024C","LTE1","YEL061C","CIN8","genetic"
"YAL024C","LTE1","YEL061C","CIN8","genetic"
"YAL024C","LTE1","YEL062W","NPR2","genetic"
"YAL024C","LTE1","YEL062W","NPR2","genetic"
"YAL024C","LTE1","YER012W","PRE1","genetic"
"YAL024C","LTE1","YER014C-A","BUD25","genetic"
"YAL024C","LTE1","YER014W","HEM14","genetic"
"YAL024C","LTE1","YER016W","BIM1","genetic"
"YAL024C","LTE1","YER016W","BIM1","genetic"
"YAL024C","LTE1","YER048C","CAJ1","genetic"
"YAL024C","LTE1","YER073W","ALD5","genetic"
"YAL024C","LTE1","YER094C","PUP3","genetic"
"YAL024C","LTE1","YER095W","RAD51","genetic"
"YAL024C","LTE1","YER095W","RAD51","genetic"
"YAL024C","LTE1","YER109C","FLO8","physical"
"YAL024C","LTE1","YER110C","KAP123","genetic"
"YAL024C","LTE1","YER116C","SLX8","genetic"
"YAL024C","LTE1","YER116C","SLX8","genetic"
"YAL024C","LTE1","YER117W","RPL23B","physical"
"YAL024C","LTE1","YER118C","SHO1","genetic"
"YAL024C","LTE1","YER123W","YCK3","genetic"
"YAL024C","LTE1","YER139C","RTR1","genetic"
"YAL024C","LTE1","YER139C","RTR1","genetic"
"YAL024C","LTE1","YER139C","RTR1","genetic"
"YAL024C","LTE1","YER142C","MAG1","genetic"
"YAL024C","LTE1","YER177W","BMH1","physical"
"YAL024C","LTE1","YER178W","PDA1","genetic"
"YAL024C","LTE1","YFL002C","SPB4","genetic"
"YAL024C","LTE1","YFL018C","LPD1","physical"
"YAL024C","LTE1","YFL024C","EPL1","genetic"
"YAL024C","LTE1","YFL024C","EPL1","genetic"
"YAL024C","LTE1","YFL037W","TUB2","genetic"
"YAL024C","LTE1","YFL039C","ACT1","genetic"
"YAL024C","LTE1","YFL039C","ACT1","genetic"
"YAL024C","LTE1","YFR003C","YPI1","genetic"
"YAL024C","LTE1","YFR004W","RPN11","genetic"
"YAL024C","LTE1","YFR004W","RPN11","genetic"
"YAL024C","LTE1","YFR019W","FAB1","genetic"
"YAL024C","LTE1","YFR019W","FAB1","genetic"
"YAL024C","LTE1","YFR026C","ULI1","genetic"
"YAL024C","LTE1","YFR028C","CDC14","genetic"
"YAL024C","LTE1","YFR028C","CDC14","genetic"
"YAL024C","LTE1","YFR028C","CDC14","genetic"
"YAL024C","LTE1","YFR028C","CDC14","genetic"
"YAL024C","LTE1","YFR028C","CDC14","genetic"
"YAL024C","LTE1","YFR028C","CDC14","genetic"
"YAL024C","LTE1","YFR028C","CDC14","physical"
"YAL024C","LTE1","YFR028C","CDC14","physical"
"YAL024C","LTE1","YFR036W","CDC26","genetic"
"YAL024C","LTE1","YFR052W","RPN12","genetic"
"YAL024C","LTE1","YFR052W","RPN12","genetic"
"YAL024C","LTE1","YFR052W","RPN12","genetic"
"YAL024C","LTE1","YGL032C","AGA2","genetic"
"YAL024C","LTE1","YGL037C","PNC1","physical"
"YAL024C","LTE1","YGL045W","RIM8","genetic"
"YAL024C","LTE1","YGL048C","RPT6","genetic"
"YAL024C","LTE1","YGL058W","RAD6","genetic"
"YAL024C","LTE1","YGL060W","YBP2","genetic"
"YAL024C","LTE1","YGL061C","DUO1","genetic"
"YAL024C","LTE1","YGL061C","DUO1","genetic"
"YAL024C","LTE1","YGL066W","SGF73","genetic"
"YAL024C","LTE1","YGL066W","SGF73","genetic"
"YAL024C","LTE1","YGL066W","SGF73","genetic"
"YAL024C","LTE1","YGL066W","SGF73","genetic"
"YAL024C","LTE1","YGL066W","SGF73","genetic"
"YAL024C","LTE1","YGL073W","HSF1","genetic"
"YAL024C","LTE1","YGL078C","DBP3","genetic"
"YAL024C","LTE1","YGL078C","DBP3","genetic"
"YAL024C","LTE1","YGL097W","SRM1","genetic"
"YAL024C","LTE1","YGL103W","RPL28","genetic"
"YAL024C","LTE1","YGL112C","TAF6","genetic"
"YAL024C","LTE1","YGL112C","TAF6","genetic"
"YAL024C","LTE1","YGL116W","CDC20","genetic"
"YAL024C","LTE1","YGL116W","CDC20","genetic"
"YAL024C","LTE1","YGL116W","CDC20","genetic"
"YAL024C","LTE1","YGL116W","CDC20","genetic"
"YAL024C","LTE1","YGL116W","CDC20","genetic"
"YAL024C","LTE1","YGL127C","SOH1","genetic"
"YAL024C","LTE1","YGL133W","ITC1","genetic"
"YAL024C","LTE1","YGL133W","ITC1","genetic"
"YAL024C","LTE1","YGL136C","MRM2","genetic"
"YAL024C","LTE1","YGL148W","ARO2","physical"
"YAL024C","LTE1","YGL151W","NUT1","genetic"
"YAL024C","LTE1","YGL155W","CDC43","genetic"
"YAL024C","LTE1","YGL155W","CDC43","genetic"
"YAL024C","LTE1","YGL155W","CDC43","genetic"
"YAL024C","LTE1","YGL163C","RAD54","genetic"
"YAL024C","LTE1","YGL163C","RAD54","genetic"
"YAL024C","LTE1","YGL167C","PMR1","genetic"
"YAL024C","LTE1","YGL190C","CDC55","genetic"
"YAL024C","LTE1","YGL190C","CDC55","genetic"
"YAL024C","LTE1","YGL190C","CDC55","genetic"
"YAL024C","LTE1","YGL201C","MCM6","genetic"
"YAL024C","LTE1","YGL208W","SIP2","genetic"
"YAL024C","LTE1","YGL228W","SHE10","genetic"
"YAL024C","LTE1","YGL238W","CSE1","genetic"
"YAL024C","LTE1","YGR046W","TAM41","genetic"
"YAL024C","LTE1","YGR056W","RSC1","genetic"
"YAL024C","LTE1","YGR060W","ERG25","genetic"
"YAL024C","LTE1","YGR077C","PEX8","genetic"
"YAL024C","LTE1","YGR078C","PAC10","genetic"
"YAL024C","LTE1","YGR078C","PAC10","genetic"
"YAL024C","LTE1","YGR088W","CTT1","genetic"
"YAL024C","LTE1","YGR092W","DBF2","genetic"
"YAL024C","LTE1","YGR092W","DBF2","genetic"
"YAL024C","LTE1","YGR092W","DBF2","genetic"
"YAL024C","LTE1","YGR098C","ESP1","genetic"
"YAL024C","LTE1","YGR098C","ESP1","genetic"
"YAL024C","LTE1","YGR098C","ESP1","genetic"
"YAL024C","LTE1","YGR098C","ESP1","genetic"
"YAL024C","LTE1","YGR113W","DAM1","genetic"
"YAL024C","LTE1","YGR118W","RPS23A","physical"
"YAL024C","LTE1","YGR128C","UTP8","genetic"
"YAL024C","LTE1","YGR134W","CAF130","genetic"
"YAL024C","LTE1","YGR134W","CAF130","genetic"
"YAL024C","LTE1","YGR135W","PRE9","genetic"
"YAL024C","LTE1","YGR152C","RSR1","genetic"
"YAL024C","LTE1","YGR152C","RSR1","physical"
"YAL024C","LTE1","YGR157W","CHO2","genetic"
"YAL024C","LTE1","YGR161W-C","","genetic"
"YAL024C","LTE1","YGR179C","OKP1","genetic"
"YAL024C","LTE1","YGR180C","RNR4","genetic"
"YAL024C","LTE1","YGR192C","TDH3","genetic"
"YAL024C","LTE1","YGR192C","TDH3","genetic"
"YAL024C","LTE1","YGR234W","YHB1","physical"
"YAL024C","LTE1","YGR238C","KEL2","genetic"
"YAL024C","LTE1","YGR238C","KEL2","physical"
"YAL024C","LTE1","YGR238C","KEL2","physical"
"YAL024C","LTE1","YGR253C","PUP2","genetic"
"YAL024C","LTE1","YGR254W","ENO1","physical"
"YAL024C","LTE1","YGR260W","TNA1","genetic"
"YAL024C","LTE1","YGR264C","MES1","genetic"
"YAL024C","LTE1","YGR270W","YTA7","genetic"
"YAL024C","LTE1","YHL002W","HSE1","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL007C","STE20","genetic"
"YAL024C","LTE1","YHL016C","DUR3","genetic"
"YAL024C","LTE1","YHL021C","AIM17","physical"
"YAL024C","LTE1","YHL027W","RIM101","genetic"
"YAL024C","LTE1","YHL033C","RPL8A","genetic"
"YAL024C","LTE1","YHR003C","TCD1","genetic"
"YAL024C","LTE1","YHR013C","ARD1","genetic"
"YAL024C","LTE1","YHR013C","ARD1","genetic"
"YAL024C","LTE1","YHR031C","RRM3","genetic"
"YAL024C","LTE1","YHR034C","PIH1","genetic"
"YAL024C","LTE1","YHR041C","SRB2","genetic"
"YAL024C","LTE1","YHR061C","GIC1","genetic"
"YAL024C","LTE1","YHR061C","GIC1","genetic"
"YAL024C","LTE1","YHR067W","HTD2","genetic"
"YAL024C","LTE1","YHR090C","YNG2","genetic"
"YAL024C","LTE1","YHR090C","YNG2","genetic"
"YAL024C","LTE1","YHR090C","YNG2","genetic"
"YAL024C","LTE1","YHR098C","SFB3","genetic"
"YAL024C","LTE1","YHR100C","GEP4","genetic"
"YAL024C","LTE1","YHR119W","SET1","genetic"
"YAL024C","LTE1","YHR120W","MSH1","genetic"
"YAL024C","LTE1","YHR129C","ARP1","genetic"
"YAL024C","LTE1","YHR147C","MRPL6","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR152W","SPO12","genetic"
"YAL024C","LTE1","YHR154W","RTT107","genetic"
"YAL024C","LTE1","YHR154W","RTT107","genetic"
"YAL024C","LTE1","YHR154W","RTT107","genetic"
"YAL024C","LTE1","YHR158C","KEL1","genetic"
"YAL024C","LTE1","YHR158C","KEL1","physical"
"YAL024C","LTE1","YHR158C","KEL1","physical"
"YAL024C","LTE1","YHR158C","KEL1","physical"
"YAL024C","LTE1","YHR158C","KEL1","physical"
"YAL024C","LTE1","YHR158C","KEL1","physical"
"YAL024C","LTE1","YHR158C","KEL1","physical"
"YAL024C","LTE1","YHR158C","KEL1","physical"
"YAL024C","LTE1","YHR166C","CDC23","genetic"
"YAL024C","LTE1","YHR166C","CDC23","genetic"
"YAL024C","LTE1","YHR174W","ENO2","physical"
"YAL024C","LTE1","YHR178W","STB5","genetic"
"YAL024C","LTE1","YHR178W","STB5","genetic"
"YAL024C","LTE1","YHR181W","SVP26","genetic"
"YAL024C","LTE1","YHR191C","CTF8","genetic"
"YAL024C","LTE1","YHR191C","CTF8","genetic"
"YAL024C","LTE1","YHR191C","CTF8","genetic"
"YAL024C","LTE1","YHR191C","CTF8","genetic"
"YAL024C","LTE1","YHR191C","CTF8","genetic"
"YAL024C","LTE1","YHR200W","RPN10","genetic"
"YAL024C","LTE1","YHR200W","RPN10","genetic"
"YAL024C","LTE1","YHR200W","RPN10","genetic"
"YAL024C","LTE1","YHR200W","RPN10","genetic"
"YAL024C","LTE1","YHR200W","RPN10","genetic"
"YAL024C","LTE1","YIL021W","RPB3","genetic"
"YAL024C","LTE1","YIL026C","IRR1","genetic"
"YAL024C","LTE1","YIL033C","BCY1","genetic"
"YAL024C","LTE1","YIL033C","BCY1","physical"
"YAL024C","LTE1","YIL036W","CST6","genetic"
"YAL024C","LTE1","YIL049W","DFG10","genetic"
"YAL024C","LTE1","YIL054W","","genetic"
"YAL024C","LTE1","YIL056W","VHR1","genetic"
"YAL024C","LTE1","YIL084C","SDS3","genetic"
"YAL024C","LTE1","YIL084C","SDS3","genetic"
"YAL024C","LTE1","YIL084C","SDS3","genetic"
"YAL024C","LTE1","YIL084C","SDS3","genetic"
"YAL024C","LTE1","YIL103W","DPH1","genetic"
"YAL024C","LTE1","YIL106W","MOB1","genetic"
"YAL024C","LTE1","YIL109C","SEC24","physical"
"YAL024C","LTE1","YIL112W","HOS4","genetic"
"YAL024C","LTE1","YIL131C","FKH1","genetic"
"YAL024C","LTE1","YIL133C","RPL16A","genetic"
"YAL024C","LTE1","YIL150C","MCM10","genetic"
"YAL024C","LTE1","YIR009W","MSL1","genetic"
"YAL024C","LTE1","YIR009W","MSL1","physical"
"YAL024C","LTE1","YIR011C","STS1","genetic"
"YAL024C","LTE1","YIR023W","DAL81","genetic"
"YAL024C","LTE1","YIR033W","MGA2","genetic"
"YAL024C","LTE1","YJL008C","CCT8","genetic"
"YAL024C","LTE1","YJL010C","NOP9","genetic"
"YAL024C","LTE1","YJL014W","CCT3","genetic"
"YAL024C","LTE1","YJL019W","MPS3","genetic"
"YAL024C","LTE1","YJL019W","MPS3","genetic"
"YAL024C","LTE1","YJL023C","PET130","genetic"
"YAL024C","LTE1","YJL025W","RRN7","genetic"
"YAL024C","LTE1","YJL029C","VPS53","genetic"
"YAL024C","LTE1","YJL033W","HCA4","genetic"
"YAL024C","LTE1","YJL046W","AIM22","genetic"
"YAL024C","LTE1","YJL047C","RTT101","genetic"
"YAL024C","LTE1","YJL047C","RTT101","genetic"
"YAL024C","LTE1","YJL065C","DLS1","genetic"
"YAL024C","LTE1","YJL080C","SCP160","genetic"
"YAL024C","LTE1","YJL081C","ARP4","genetic"
"YAL024C","LTE1","YJL081C","ARP4","genetic"
"YAL024C","LTE1","YJL090C","DPB11","genetic"
"YAL024C","LTE1","YJL090C","DPB11","genetic"
"YAL024C","LTE1","YJL092W","SRS2","genetic"
"YAL024C","LTE1","YJL092W","SRS2","genetic"
"YAL024C","LTE1","YJL092W","SRS2","genetic"
"YAL024C","LTE1","YJL098W","SAP185","genetic"
"YAL024C","LTE1","YJL098W","SAP185","genetic"
"YAL024C","LTE1","YJL111W","CCT7","genetic"
"YAL024C","LTE1","YJL115W","ASF1","genetic"
"YAL024C","LTE1","YJL115W","ASF1","genetic"
"YAL024C","LTE1","YJL115W","ASF1","genetic"
"YAL024C","LTE1","YJL121C","RPE1","genetic"
"YAL024C","LTE1","YJL121C","RPE1","genetic"
"YAL024C","LTE1","YJL128C","PBS2","genetic"
"YAL024C","LTE1","YJL136C","RPS21B","genetic"
"YAL024C","LTE1","YJL148W","RPA34","genetic"
"YAL024C","LTE1","YJL168C","SET2","genetic"
"YAL024C","LTE1","YJL177W","RPL17B","genetic"
"YAL024C","LTE1","YJL177W","RPL17B","genetic"
"YAL024C","LTE1","YJL179W","PFD1","genetic"
"YAL024C","LTE1","YJR024C","MDE1","genetic"
"YAL024C","LTE1","YJR036C","HUL4","genetic"
"YAL024C","LTE1","YJR040W","GEF1","genetic"
"YAL024C","LTE1","YJR043C","POL32","genetic"
"YAL024C","LTE1","YJR043C","POL32","genetic"
"YAL024C","LTE1","YJR043C","POL32","genetic"
"YAL024C","LTE1","YJR043C","POL32","genetic"
"YAL024C","LTE1","YJR043C","POL32","genetic"
"YAL024C","LTE1","YJR043C","POL32","genetic"
"YAL024C","LTE1","YJR045C","SSC1","genetic"
"YAL024C","LTE1","YJR049C","UTR1","genetic"
