Gene > Primary DBID	Gene > Systematic Name	Gene > Standard Name	Gene > Interactions > Participant 2 > Standard Name	Gene > Interactions > Participant 2 . Secondary Identifier	Gene > Interactions > Participant 2 . Primary Identifier	Gene > Interactions > Details > Relationship Type
S000005242	YNL298W	CLA4	MGA2	YIR033W	S000001472	genetic
S000005242	YNL298W	CLA4	MGA2	YIR033W	S000001472	genetic
S000005242	YNL298W	CLA4	MIF2	YKL089W	S000001572	genetic
S000005242	YNL298W	CLA4	MKK1	YOR231W	S000005757	genetic
S000005242	YNL298W	CLA4	MKK2	YPL140C	S000006061	genetic
S000005242	YNL298W	CLA4	MKK2	YPL140C	S000006061	genetic
S000005242	YNL298W	CLA4	MMS1	YPR164W	S000006368	genetic
S000005242	YNL298W	CLA4	MMS1	YPR164W	S000006368	genetic
S000005242	YNL298W	CLA4	MMS1	YPR164W	S000006368	genetic
S000005242	YNL298W	CLA4	MMS1	YPR164W	S000006368	genetic
S000005242	YNL298W	CLA4	MMS22	YLR320W	S000004312	genetic
S000005242	YNL298W	CLA4	MNN10	YDR245W	S000002653	genetic
S000005242	YNL298W	CLA4	MNR2	YKL064W	S000001547	genetic
S000005242	YNL298W	CLA4	MNT3	YIL014W	S000001276	genetic
S000005242	YNL298W	CLA4	MOB1	YIL106W	S000001368	genetic
S000005242	YNL298W	CLA4	MOB2	YFL034C-B	S000001859	genetic
S000005242	YNL298W	CLA4	MOT3	YMR070W	S000004674	genetic
S000005242	YNL298W	CLA4	MOT3	YMR070W	S000004674	genetic
S000005242	YNL298W	CLA4	MPH1	YIR002C	S000001441	genetic
S000005242	YNL298W	CLA4	MPH1	YIR002C	S000001441	genetic
S000005242	YNL298W	CLA4	MPH1	YIR002C	S000001441	genetic
S000005242	YNL298W	CLA4	MPS3	YJL019W	S000003556	genetic
S000005242	YNL298W	CLA4	MPS3	YJL019W	S000003556	genetic
S000005242	YNL298W	CLA4	MPT5	YGL178W	S000003146	genetic
S000005242	YNL298W	CLA4	MRC1	YCL061C	S000000566	genetic
S000005242	YNL298W	CLA4	MRE11	YMR224C	S000004837	genetic
S000005242	YNL298W	CLA4	MRX16	YDR132C	S000002539	genetic
S000005242	YNL298W	CLA4	MSA1	YOR066W	S000005592	genetic
S000005242	YNL298W	CLA4	MSB1	YOR188W	S000005714	genetic
S000005242	YNL298W	CLA4	MSB2	YGR014W	S000003246	physical
S000005242	YNL298W	CLA4	MSB3	YNL293W	S000005237	genetic
S000005242	YNL298W	CLA4	MSH1	YHR120W	S000001162	genetic
S000005242	YNL298W	CLA4	MSH6	YDR097C	S000002504	genetic
S000005242	YNL298W	CLA4	MSN2	YMR037C	S000004640	genetic
S000005242	YNL298W	CLA4	MSN5	YDR335W	S000002743	genetic
S000005242	YNL298W	CLA4	MSN5	YDR335W	S000002743	genetic
S000005242	YNL298W	CLA4	MSN5	YDR335W	S000002743	genetic
S000005242	YNL298W	CLA4	MSN5	YDR335W	S000002743	genetic
S000005242	YNL298W	CLA4	MSS51	YLR203C	S000004193	genetic
S000005242	YNL298W	CLA4	MTR10	YOR160W	S000005686	genetic
S000005242	YNL298W	CLA4	MUK1	YPL070W	S000005991	genetic
S000005242	YNL298W	CLA4	MUM2	YBR057C	S000000261	genetic
S000005242	YNL298W	CLA4	MUM2	YBR057C	S000000261	genetic
S000005242	YNL298W	CLA4	MUM2	YBR057C	S000000261	genetic
S000005242	YNL298W	CLA4	MYO2	YOR326W	S000005853	genetic
S000005242	YNL298W	CLA4	MYO2	YOR326W	S000005853	genetic
S000005242	YNL298W	CLA4	MYO2	YOR326W	S000005853	genetic
S000005242	YNL298W	CLA4	MYO2	YOR326W	S000005853	genetic
S000005242	YNL298W	CLA4	MYO2	YOR326W	S000005853	genetic
S000005242	YNL298W	CLA4	MYO3	YKL129C	S000001612	genetic
S000005242	YNL298W	CLA4	MYO3	YKL129C	S000001612	physical
S000005242	YNL298W	CLA4	MYO5	YMR109W	S000004715	genetic
S000005242	YNL298W	CLA4	NAP1	YKR048C	S000001756	genetic
S000005242	YNL298W	CLA4	NAP1	YKR048C	S000001756	genetic
S000005242	YNL298W	CLA4	NAT1	YDL040C	S000002198	genetic
S000005242	YNL298W	CLA4	NBP1	YLR457C	S000004449	genetic
S000005242	YNL298W	CLA4	NBP1	YLR457C	S000004449	genetic
S000005242	YNL298W	CLA4	NBP2	YDR162C	S000002569	genetic
S000005242	YNL298W	CLA4	NBP2	YDR162C	S000002569	genetic
S000005242	YNL298W	CLA4	NBP2	YDR162C	S000002569	physical
S000005242	YNL298W	CLA4	NBP2	YDR162C	S000002569	physical
S000005242	YNL298W	CLA4	NBP2	YDR162C	S000002569	physical
S000005242	YNL298W	CLA4	NBP2	YDR162C	S000002569	physical
S000005242	YNL298W	CLA4	NBP2	YDR162C	S000002569	physical
S000005242	YNL298W	CLA4	NBP2	YDR162C	S000002569	physical
S000005242	YNL298W	CLA4	NBP35	YGL091C	S000003059	genetic
S000005242	YNL298W	CLA4	NCE102	YPR149W	S000006353	genetic
S000005242	YNL298W	CLA4	NCP1	YHR042W	S000001084	genetic
S000005242	YNL298W	CLA4	NCS2	YNL119W	S000005063	genetic
S000005242	YNL298W	CLA4	NCS2	YNL119W	S000005063	genetic
S000005242	YNL298W	CLA4	NCS6	YGL211W	S000003179	genetic
S000005242	YNL298W	CLA4	NCS6	YGL211W	S000003179	genetic
S000005242	YNL298W	CLA4	NDC1	YML031W	S000004493	genetic
S000005242	YNL298W	CLA4	NET1	YJL076W	S000003612	genetic
S000005242	YNL298W	CLA4	NHP10	YDL002C	S000002160	genetic
S000005242	YNL298W	CLA4	NIP100	YPL174C	S000006095	genetic
S000005242	YNL298W	CLA4	NIP100	YPL174C	S000006095	genetic
S000005242	YNL298W	CLA4	NIT3	YLR351C	S000004343	genetic
S000005242	YNL298W	CLA4	NNK1	YKL171W	S000001654	genetic
S000005242	YNL298W	CLA4	NOP12	YOL041C	S000005401	genetic
S000005242	YNL298W	CLA4	NOP12	YOL041C	S000005401	genetic
S000005242	YNL298W	CLA4	NOP2	YNL061W	S000005005	genetic
S000005242	YNL298W	CLA4	NOP56	YLR197W	S000004187	genetic
S000005242	YNL298W	CLA4	NPT1	YOR209C	S000005735	genetic
S000005242	YNL298W	CLA4	NRG1	YDR043C	S000002450	genetic
S000005242	YNL298W	CLA4	NRM1	YNR009W	S000005292	genetic
S000005242	YNL298W	CLA4	NRP1	YDL167C	S000002326	genetic
S000005242	YNL298W	CLA4	NTO1	YPR031W	S000006235	genetic
S000005242	YNL298W	CLA4	NTR2	YKR022C	S000001730	genetic
S000005242	YNL298W	CLA4	NUP57	YGR119C	S000003351	genetic
S000005242	YNL298W	CLA4	NUT1	YGL151W	S000003119	genetic
S000005242	YNL298W	CLA4	NUT1	YGL151W	S000003119	genetic
S000005242	YNL298W	CLA4	OCA2	YNL056W	S000005001	genetic
S000005242	YNL298W	CLA4	OCA2	YNL056W	S000005001	genetic
S000005242	YNL298W	CLA4	OCA5	YHL029C	S000001021	genetic
S000005242	YNL298W	CLA4	OCA6	YDR067C	S000002474	genetic
S000005242	YNL298W	CLA4	OCH1	YGL038C	S000003006	genetic
S000005242	YNL298W	CLA4	OPY1	YBR129C	S000000333	genetic
S000005242	YNL298W	CLA4	ORC1	YML065W	S000004530	genetic
S000005242	YNL298W	CLA4	ORC2	YBR060C	S000000264	genetic
S000005242	YNL298W	CLA4	ORC6	YHR118C	S000001160	genetic
S000005242	YNL298W	CLA4	OSH3	YHR073W	S000001115	genetic
S000005242	YNL298W	CLA4	PAC10	YGR078C	S000003310	genetic
S000005242	YNL298W	CLA4	PAC10	YGR078C	S000003310	genetic
S000005242	YNL298W	CLA4	PAC11	YDR488C	S000002896	genetic
S000005242	YNL298W	CLA4	PAC11	YDR488C	S000002896	genetic
S000005242	YNL298W	CLA4	PAH1	YMR165C	S000004775	genetic
S000005242	YNL298W	CLA4	PAN1	YIR006C	S000001445	genetic
S000005242	YNL298W	CLA4	PAP1	YKR002W	S000001710	genetic
S000005242	YNL298W	CLA4	PAR32	YDL173W	S000002332	genetic
S000005242	YNL298W	CLA4	PBP1	YGR178C	S000003410	physical
S000005242	YNL298W	CLA4	PBP2	YBR233W	S000000437	genetic
S000005242	YNL298W	CLA4	PBS2	YJL128C	S000003664	genetic
S000005242	YNL298W	CLA4	PBS2	YJL128C	S000003664	genetic
S000005242	YNL298W	CLA4	PCL6	YER059W	S000000861	genetic
S000005242	YNL298W	CLA4	PCL8	YPL219W	S000006140	genetic
S000005242	YNL298W	CLA4	PDR1	YGL013C	S000002981	genetic
S000005242	YNL298W	CLA4	PEA2	YER149C	S000000951	genetic
S000005242	YNL298W	CLA4	PEA2	YER149C	S000000951	genetic
S000005242	YNL298W	CLA4	PEA2	YER149C	S000000951	genetic
S000005242	YNL298W	CLA4	PEA2	YER149C	S000000951	genetic
S000005242	YNL298W	CLA4	PEA2	YER149C	S000000951	genetic
S000005242	YNL298W	CLA4	PEA2	YER149C	S000000951	genetic
S000005242	YNL298W	CLA4	PEP5	YMR231W	S000004844	genetic
S000005242	YNL298W	CLA4	PER1	YCR044C	S000000640	genetic
S000005242	YNL298W	CLA4	PFA4	YOL003C	S000005363	genetic
S000005242	YNL298W	CLA4	PFK27	YOL136C	S000005496	genetic
S000005242	YNL298W	CLA4	PFY1	YOR122C	S000005648	genetic
S000005242	YNL298W	CLA4	PFY1	YOR122C	S000005648	genetic
S000005242	YNL298W	CLA4	PFY1	YOR122C	S000005648	genetic
S000005242	YNL298W	CLA4	PGA3	YML125C	S000004594	genetic
S000005242	YNL298W	CLA4	PGD1	YGL025C	S000002993	genetic
S000005242	YNL298W	CLA4	PHB2	YGR231C	S000003463	genetic
S000005242	YNL298W	CLA4	PHB2	YGR231C	S000003463	genetic
S000005242	YNL298W	CLA4	PHD1	YKL043W	S000001526	genetic
S000005242	YNL298W	CLA4	PHO23	YNL097C	S000005041	genetic
S000005242	YNL298W	CLA4	PHO23	YNL097C	S000005041	genetic
S000005242	YNL298W	CLA4	PHO23	YNL097C	S000005041	genetic
S000005242	YNL298W	CLA4	PHO23	YNL097C	S000005041	genetic
S000005242	YNL298W	CLA4	PHO23	YNL097C	S000005041	genetic
S000005242	YNL298W	CLA4	PHO23	YNL097C	S000005041	genetic
S000005242	YNL298W	CLA4	PHO23	YNL097C	S000005041	genetic
S000005242	YNL298W	CLA4	PHO23	YNL097C	S000005041	genetic
S000005242	YNL298W	CLA4	PHO5	YBR093C	S000000297	genetic
S000005242	YNL298W	CLA4	PHO80	YOL001W	S000005361	genetic
S000005242	YNL298W	CLA4	PHO85	YPL031C	S000005952	genetic
S000005242	YNL298W	CLA4	PHO85	YPL031C	S000005952	genetic
S000005242	YNL298W	CLA4	PHR1	YOR386W	S000005913	genetic
S000005242	YNL298W	CLA4	PIG1	YLR273C	S000004263	genetic
S000005242	YNL298W	CLA4	PIK1	YNL267W	S000005211	genetic
S000005242	YNL298W	CLA4	PIK1	YNL267W	S000005211	genetic
S000005242	YNL298W	CLA4	PKC1	YBL105C	S000000201	genetic
S000005242	YNL298W	CLA4	PKC1	YBL105C	S000000201	genetic
S000005242	YNL298W	CLA4	PKP1	YIL042C	S000001304	genetic
S000005242	YNL298W	CLA4	PMR1	YGL167C	S000003135	genetic
S000005242	YNL298W	CLA4	PMR1	YGL167C	S000003135	genetic
S000005242	YNL298W	CLA4	PMR1	YGL167C	S000003135	genetic
S000005242	YNL298W	CLA4	POC4	YPL144W	S000006065	genetic
S000005242	YNL298W	CLA4	POC4	YPL144W	S000006065	genetic
S000005242	YNL298W	CLA4	POC4	YPL144W	S000006065	genetic
S000005242	YNL298W	CLA4	POG1	YIL122W	S000001384	genetic
S000005242	YNL298W	CLA4	POG1	YIL122W	S000001384	genetic
S000005242	YNL298W	CLA4	POL1	YNL102W	S000005046	genetic
S000005242	YNL298W	CLA4	POL1	YNL102W	S000005046	genetic
S000005242	YNL298W	CLA4	POL30	YBR088C	S000000292	genetic
S000005242	YNL298W	CLA4	POL32	YJR043C	S000003804	genetic
S000005242	YNL298W	CLA4	POP2	YNR052C	S000005335	genetic
S000005242	YNL298W	CLA4	PPG1	YNR032W	S000005315	genetic
S000005242	YNL298W	CLA4	PPQ1	YPL179W	S000006100	genetic
S000005242	YNL298W	CLA4	PPX1	YHR201C	S000001244	genetic
S000005242	YNL298W	CLA4	PRE10	YOR362C	S000005889	genetic
S000005242	YNL298W	CLA4	PRE10	YOR362C	S000005889	genetic
S000005242	YNL298W	CLA4	PRE10	YOR362C	S000005889	genetic
S000005242	YNL298W	CLA4	PRE2	YPR103W	S000006307	genetic
S000005242	YNL298W	CLA4	PRE2	YPR103W	S000006307	genetic
S000005242	YNL298W	CLA4	PRE3	YJL001W	S000003538	genetic
S000005242	YNL298W	CLA4	PRE4	YFR050C	S000001946	genetic
S000005242	YNL298W	CLA4	PRE4	YFR050C	S000001946	genetic
S000005242	YNL298W	CLA4	PRE6	YOL038W	S000005398	genetic
S000005242	YNL298W	CLA4	PRE6	YOL038W	S000005398	genetic
S000005242	YNL298W	CLA4	PRE7	YBL041W	S000000137	genetic
S000005242	YNL298W	CLA4	PRE8	YML092C	S000004557	physical
S000005242	YNL298W	CLA4	PRE9	YGR135W	S000003367	genetic
S000005242	YNL298W	CLA4	PRE9	YGR135W	S000003367	genetic
S000005242	YNL298W	CLA4	PRE9	YGR135W	S000003367	genetic
S000005242	YNL298W	CLA4	PRE9	YGR135W	S000003367	genetic
S000005242	YNL298W	CLA4	PRE9	YGR135W	S000003367	genetic
S000005242	YNL298W	CLA4	PRE9	YGR135W	S000003367	genetic
S000005242	YNL298W	CLA4	PRE9	YGR135W	S000003367	genetic
S000005242	YNL298W	CLA4	PRE9	YGR135W	S000003367	genetic
S000005242	YNL298W	CLA4	PRI1	YIR008C	S000001447	genetic
S000005242	YNL298W	CLA4	PRM2	YIL037C	S000001299	genetic
S000005242	YNL298W	CLA4	PRM6	YML047C	S000004510	genetic
S000005242	YNL298W	CLA4	PRP18	YGR006W	S000003238	genetic
S000005242	YNL298W	CLA4	PRP38	YGR075C	S000003307	genetic
S000005242	YNL298W	CLA4	PRP43	YGL120C	S000003088	genetic
S000005242	YNL298W	CLA4	PRR1	YKL116C	S000001599	genetic
S000005242	YNL298W	CLA4	PSH1	YOL054W	S000005415	genetic
S000005242	YNL298W	CLA4	PSK2	YOL045W	S000005405	genetic
S000005242	YNL298W	CLA4	PSR1	YLL010C	S000003933	genetic
S000005242	YNL298W	CLA4	PSY3	YLR376C	S000004368	genetic
S000005242	YNL298W	CLA4	PSY3	YLR376C	S000004368	genetic
S000005242	YNL298W	CLA4	PTA1	YAL043C	S000000041	physical
S000005242	YNL298W	CLA4	PTC1	YDL006W	S000002164	genetic
S000005242	YNL298W	CLA4	PTC1	YDL006W	S000002164	genetic
S000005242	YNL298W	CLA4	PTC1	YDL006W	S000002164	genetic
S000005242	YNL298W	CLA4	PTC1	YDL006W	S000002164	physical
S000005242	YNL298W	CLA4	PTC1	YDL006W	S000002164	physical
S000005242	YNL298W	CLA4	PUF6	YDR496C	S000002904	genetic
S000005242	YNL298W	CLA4	PUP1	YOR157C	S000005683	genetic
S000005242	YNL298W	CLA4	PUP1	YOR157C	S000005683	genetic
S000005242	YNL298W	CLA4	PUP3	YER094C	S000000896	genetic
S000005242	YNL298W	CLA4	PWP1	YLR196W	S000004186	genetic
S000005242	YNL298W	CLA4	PXP2	YJR111C	S000003872	genetic
S000005242	YNL298W	CLA4	QCR9	YGR183C	S000003415	genetic
S000005242	YNL298W	CLA4	QCR9	YGR183C	S000003415	genetic
S000005242	YNL298W	CLA4	QRI1	YDL103C	S000002261	genetic
S000005242	YNL298W	CLA4	RAD10	YML095C	S000004560	genetic
S000005242	YNL298W	CLA4	RAD18	YCR066W	S000000662	genetic
S000005242	YNL298W	CLA4	RAD18	YCR066W	S000000662	genetic
S000005242	YNL298W	CLA4	RAD27	YKL113C	S000001596	genetic
S000005242	YNL298W	CLA4	RAD5	YLR032W	S000004022	genetic
S000005242	YNL298W	CLA4	RAD50	YNL250W	S000005194	genetic
S000005242	YNL298W	CLA4	RAD50	YNL250W	S000005194	genetic
S000005242	YNL298W	CLA4	RAD51	YER095W	S000000897	genetic
S000005242	YNL298W	CLA4	RAD51	YER095W	S000000897	genetic
S000005242	YNL298W	CLA4	RAD51	YER095W	S000000897	genetic
S000005242	YNL298W	CLA4	RAD51	YER095W	S000000897	genetic
S000005242	YNL298W	CLA4	RAD51	YER095W	S000000897	genetic
S000005242	YNL298W	CLA4	RAD51	YER095W	S000000897	genetic
S000005242	YNL298W	CLA4	RAD51	YER095W	S000000897	genetic
S000005242	YNL298W	CLA4	RAD52	YML032C	S000004494	genetic
S000005242	YNL298W	CLA4	RAD52	YML032C	S000004494	genetic
S000005242	YNL298W	CLA4	RAD52	YML032C	S000004494	genetic
S000005242	YNL298W	CLA4	RAD52	YML032C	S000004494	genetic
S000005242	YNL298W	CLA4	RAD52	YML032C	S000004494	genetic
S000005242	YNL298W	CLA4	RAD52	YML032C	S000004494	genetic
S000005242	YNL298W	CLA4	RAD53	YPL153C	S000006074	genetic
S000005242	YNL298W	CLA4	RAD53	YPL153C	S000006074	genetic
S000005242	YNL298W	CLA4	RAD53	YPL153C	S000006074	physical
S000005242	YNL298W	CLA4	RAD53	YPL153C	S000006074	physical
S000005242	YNL298W	CLA4	RAD54	YGL163C	S000003131	genetic
S000005242	YNL298W	CLA4	RAD54	YGL163C	S000003131	genetic
S000005242	YNL298W	CLA4	RAD54	YGL163C	S000003131	genetic
S000005242	YNL298W	CLA4	RAD54	YGL163C	S000003131	genetic
S000005242	YNL298W	CLA4	RAD54	YGL163C	S000003131	genetic
S000005242	YNL298W	CLA4	RAD54	YGL163C	S000003131	genetic
S000005242	YNL298W	CLA4	RAD55	YDR076W	S000002483	genetic
S000005242	YNL298W	CLA4	RAD55	YDR076W	S000002483	genetic
S000005242	YNL298W	CLA4	RAD55	YDR076W	S000002483	genetic
S000005242	YNL298W	CLA4	RAD55	YDR076W	S000002483	genetic
S000005242	YNL298W	CLA4	RAD57	YDR004W	S000002411	genetic
S000005242	YNL298W	CLA4	RAD57	YDR004W	S000002411	genetic
S000005242	YNL298W	CLA4	RAD57	YDR004W	S000002411	genetic
S000005242	YNL298W	CLA4	RAD59	YDL059C	S000002217	genetic
S000005242	YNL298W	CLA4	RAD59	YDL059C	S000002217	genetic
S000005242	YNL298W	CLA4	RAD6	YGL058W	S000003026	genetic
S000005242	YNL298W	CLA4	RAD61	YDR014W	S000002421	genetic
S000005242	YNL298W	CLA4	RAD61	YDR014W	S000002421	genetic
S000005242	YNL298W	CLA4	RAD9	YDR217C	S000002625	genetic
S000005242	YNL298W	CLA4	RAM1	YDL090C	S000002248	genetic
S000005242	YNL298W	CLA4	RAM1	YDL090C	S000002248	genetic
S000005242	YNL298W	CLA4	RAS1	YOR101W	S000005627	genetic
S000005242	YNL298W	CLA4	RAT1	YOR048C	S000005574	genetic
S000005242	YNL298W	CLA4	RDI1	YDL135C	S000002294	genetic
S000005242	YNL298W	CLA4	RED1	YLR263W	S000004253	genetic
S000005242	YNL298W	CLA4	REI1	YBR267W	S000000471	genetic
S000005242	YNL298W	CLA4	REI1	YBR267W	S000000471	genetic
S000005242	YNL298W	CLA4	RFA1	YAR007C	S000000065	genetic
S000005242	YNL298W	CLA4	RGA1	YOR127W	S000005653	genetic
S000005242	YNL298W	CLA4	RGA1	YOR127W	S000005653	genetic
S000005242	YNL298W	CLA4	RGA1	YOR127W	S000005653	genetic
S000005242	YNL298W	CLA4	RGA1	YOR127W	S000005653	genetic
S000005242	YNL298W	CLA4	RGA1	YOR127W	S000005653	genetic
S000005242	YNL298W	CLA4	RGA1	YOR127W	S000005653	physical
S000005242	YNL298W	CLA4	RGA2	YDR379W	S000002787	genetic
S000005242	YNL298W	CLA4	RGA2	YDR379W	S000002787	genetic
S000005242	YNL298W	CLA4	RGC1	YPR115W	S000006319	physical
S000005242	YNL298W	CLA4	RGD1	YBR260C	S000000464	genetic
S000005242	YNL298W	CLA4	RGD1	YBR260C	S000000464	genetic
S000005242	YNL298W	CLA4	RGR1	YLR071C	S000004061	genetic
S000005242	YNL298W	CLA4	RHO1	YPR165W	S000006369	genetic
S000005242	YNL298W	CLA4	RHO1	YPR165W	S000006369	genetic
S000005242	YNL298W	CLA4	RIM1	YCR028C-A	S000007222	physical
S000005242	YNL298W	CLA4	RIM101	YHL027W	S000001019	genetic
S000005242	YNL298W	CLA4	RIM101	YHL027W	S000001019	genetic
S000005242	YNL298W	CLA4	RIM13	YMR154C	S000004763	genetic
S000005242	YNL298W	CLA4	RIM13	YMR154C	S000004763	genetic
S000005242	YNL298W	CLA4	RIM20	YOR275C	S000005801	genetic
S000005242	YNL298W	CLA4	RIM20	YOR275C	S000005801	genetic
S000005242	YNL298W	CLA4	RIM20	YOR275C	S000005801	genetic
S000005242	YNL298W	CLA4	RLF2	YPR018W	S000006222	genetic
S000005242	YNL298W	CLA4	RLF2	YPR018W	S000006222	genetic
S000005242	YNL298W	CLA4	RNA15	YGL044C	S000003012	genetic
S000005242	YNL298W	CLA4	RNH70	YGR276C	S000003508	physical
S000005242	YNL298W	CLA4	ROM2	YLR371W	S000004363	genetic
S000005242	YNL298W	CLA4	ROM2	YLR371W	S000004363	genetic
S000005242	YNL298W	CLA4	ROX1	YPR065W	S000006269	genetic
S000005242	YNL298W	CLA4	RPB3	YIL021W	S000001283	genetic
S000005242	YNL298W	CLA4	RPB3	YIL021W	S000001283	physical
S000005242	YNL298W	CLA4	RPB7	YDR404C	S000002812	genetic
S000005242	YNL298W	CLA4	RPD3	YNL330C	S000005274	genetic
S000005242	YNL298W	CLA4	RPD3	YNL330C	S000005274	genetic
S000005242	YNL298W	CLA4	RPL17A	YKL180W	S000001663	genetic
S000005242	YNL298W	CLA4	RPL19A	YBR084C-A	S000002156	genetic
S000005242	YNL298W	CLA4	RPL19A	YBR084C-A	S000002156	genetic
S000005242	YNL298W	CLA4	RPL23A	YBL087C	S000000183	genetic
S000005242	YNL298W	CLA4	RPL23A	YBL087C	S000000183	genetic
S000005242	YNL298W	CLA4	RPL23A	YBL087C	S000000183	genetic
S000005242	YNL298W	CLA4	RPL24A	YGL031C	S000002999	genetic
S000005242	YNL298W	CLA4	RPL24A	YGL031C	S000002999	genetic
S000005242	YNL298W	CLA4	RPL35A	YDL191W	S000002350	genetic
S000005242	YNL298W	CLA4	RPL35A	YDL191W	S000002350	genetic
S000005242	YNL298W	CLA4	RPL35A	YDL191W	S000002350	genetic
S000005242	YNL298W	CLA4	RPL36A	YMR194W	S000004807	physical
S000005242	YNL298W	CLA4	RPL36B	YPL249C-A	S000006438	physical
S000005242	YNL298W	CLA4	RPL4A	YBR031W	S000000235	physical
S000005242	YNL298W	CLA4	RPL7A	YGL076C	S000003044	physical
S000005242	YNL298W	CLA4	RPL7B	YPL198W	S000006119	physical
S000005242	YNL298W	CLA4	RPN10	YHR200W	S000001243	genetic
S000005242	YNL298W	CLA4	RPN10	YHR200W	S000001243	genetic
S000005242	YNL298W	CLA4	RPN10	YHR200W	S000001243	genetic
S000005242	YNL298W	CLA4	RPN10	YHR200W	S000001243	genetic
S000005242	YNL298W	CLA4	RPN10	YHR200W	S000001243	genetic
S000005242	YNL298W	CLA4	RPN10	YHR200W	S000001243	genetic
S000005242	YNL298W	CLA4	RPN10	YHR200W	S000001243	genetic
S000005242	YNL298W	CLA4	RPN11	YFR004W	S000001900	genetic
S000005242	YNL298W	CLA4	RPN11	YFR004W	S000001900	genetic
S000005242	YNL298W	CLA4	RPN12	YFR052W	S000001948	genetic
S000005242	YNL298W	CLA4	RPN12	YFR052W	S000001948	genetic
S000005242	YNL298W	CLA4	RPN2	YIL075C	S000001337	genetic
S000005242	YNL298W	CLA4	RPN3	YER021W	S000000823	genetic
S000005242	YNL298W	CLA4	RPN4	YDL020C	S000002178	genetic
S000005242	YNL298W	CLA4	RPN5	YDL147W	S000002306	genetic
S000005242	YNL298W	CLA4	RPN5	YDL147W	S000002306	genetic
S000005242	YNL298W	CLA4	RPN6	YDL097C	S000002255	genetic
S000005242	YNL298W	CLA4	RPN6	YDL097C	S000002255	genetic
S000005242	YNL298W	CLA4	RPN6	YDL097C	S000002255	genetic
S000005242	YNL298W	CLA4	RPN7	YPR108W	S000006312	genetic
S000005242	YNL298W	CLA4	RPP2A	YOL039W	S000005399	physical
S000005242	YNL298W	CLA4	RPS11A	YDR025W	S000002432	genetic
S000005242	YNL298W	CLA4	RPS2	YGL123W	S000003091	physical
S000005242	YNL298W	CLA4	RPS21A	YKR057W	S000001765	genetic
S000005242	YNL298W	CLA4	RPS21B	YJL136C	S000003672	genetic
S000005242	YNL298W	CLA4	RPS21B	YJL136C	S000003672	genetic
S000005242	YNL298W	CLA4	RPT1	YKL145W	S000001628	genetic
S000005242	YNL298W	CLA4	RPT1	YKL145W	S000001628	genetic
S000005242	YNL298W	CLA4	RPT2	YDL007W	S000002165	genetic
S000005242	YNL298W	CLA4	RPT2	YDL007W	S000002165	genetic
S000005242	YNL298W	CLA4	RPT2	YDL007W	S000002165	genetic
S000005242	YNL298W	CLA4	RPT3	YDR394W	S000002802	genetic
S000005242	YNL298W	CLA4	RPT4	YOR259C	S000005785	genetic
S000005242	YNL298W	CLA4	RPT5	YOR117W	S000005643	genetic
S000005242	YNL298W	CLA4	RPT5	YOR117W	S000005643	physical
S000005242	YNL298W	CLA4	RPT6	YGL048C	S000003016	genetic
S000005242	YNL298W	CLA4	RPT6	YGL048C	S000003016	genetic
S000005242	YNL298W	CLA4	RQC2	YPL009C	S000005930	genetic
S000005242	YNL298W	CLA4	RQC2	YPL009C	S000005930	genetic
S000005242	YNL298W	CLA4	RRD1	YIL153W	S000001415	genetic
S000005242	YNL298W	CLA4	RRD1	YIL153W	S000001415	genetic
S000005242	YNL298W	CLA4	RRP5	YMR229C	S000004842	genetic
S000005242	YNL298W	CLA4	RRP7	YCL031C	S000000536	genetic
S000005242	YNL298W	CLA4	RSA4	YCR072C	S000000668	genetic
S000005242	YNL298W	CLA4	RSC30	YHR056C	S000001098	physical
S000005242	YNL298W	CLA4	RSC4	YKR008W	S000001716	genetic
S000005242	YNL298W	CLA4	RSC58	YLR033W	S000004023	genetic
S000005242	YNL298W	CLA4	RSC6	YCR052W	S000000648	genetic
S000005242	YNL298W	CLA4	RSC6	YCR052W	S000000648	genetic
S000005242	YNL298W	CLA4	RSC8	YFR037C	S000001933	genetic
S000005242	YNL298W	CLA4	RSC8	YFR037C	S000001933	genetic
S000005242	YNL298W	CLA4	RSC8	YFR037C	S000001933	physical
S000005242	YNL298W	CLA4	RSP5	YER125W	S000000927	genetic
S000005242	YNL298W	CLA4	RSP5	YER125W	S000000927	genetic
S000005242	YNL298W	CLA4	RSP5	YER125W	S000000927	genetic
S000005242	YNL298W	CLA4	RSR1	YGR152C	S000003384	genetic
S000005242	YNL298W	CLA4	RSR1	YGR152C	S000003384	genetic
S000005242	YNL298W	CLA4	RTF1	YGL244W	S000003213	genetic
S000005242	YNL298W	CLA4	RTG3	YBL103C	S000000199	genetic
S000005242	YNL298W	CLA4	RTR1	YER139C	S000000941	genetic
S000005242	YNL298W	CLA4	RTS1	YOR014W	S000005540	genetic
S000005242	YNL298W	CLA4	RTS1	YOR014W	S000005540	genetic
S000005242	YNL298W	CLA4	RTS1	YOR014W	S000005540	genetic
S000005242	YNL298W	CLA4	RTS1	YOR014W	S000005540	genetic
S000005242	YNL298W	CLA4	RTT101	YJL047C	S000003583	genetic
S000005242	YNL298W	CLA4	RTT101	YJL047C	S000003583	genetic
S000005242	YNL298W	CLA4	RTT101	YJL047C	S000003583	genetic
